Địa chỉ,Diện tích,Mặt tiền,Đường tiếp cận,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Tình trạng pháp lý,Tình trạng nội thất,Giá,Thành phố,Dự án,Giá trên m²,Số tầng tối đa
"Dự án Phúc An Garden, Đường Thiếu Niên 3, Xã Trừ Văn Thố, Bàu Bàng, Bình Dương",75.0,12.0,18.0,Đông - Nam,Đông - Nam,2,2,3,Đã có giấy chứng nhận,Cơ bản nội thất,1.5,Bình Dương,True,20.0,4
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",45.5,5.3,2.4,Tây - Bắc,Đông - Nam,6,6,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.0,Hà Nội,False,175.6,3
"27/36/.. Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",72.0,4.0,4.5,Đông,Bắc,1,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,4.6,Hồ Chí Minh,False,63.9,3
"Đường Số 9, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",57.6,6.4,4.8,Đông - Nam,Đông - Nam,3,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,4.4,Hồ Chí Minh,False,75.5,3
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",73.0,5.0,2.0,Nam,Đông,5,6,6,Đã có giấy chứng nhận,Cơ bản nội thất,5.5,Hà Nội,False,75.3,3
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",80.0,4.0,8.0,Bắc,Bắc,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hồ Chí Minh,False,112.5,4
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",40.0,4.4,3.4,Đông - Bắc,Đông - Bắc,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.4,Hà Nội,False,160.0,3
"Đường 743, Phường Bình Chuẩn, Thuận An, Bình Dương",60.0,5.6,7.6,Nam,Tây - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.3,Bình Dương,False,55.5,4
"Đường Nguyễn Tử Nha, Phường 12, Tân Bình, Hồ Chí Minh",72.0,4.1,6.9,Nam,Nam,3,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,9.2,Hồ Chí Minh,False,127.8,3
"Phường 15, Quận 10, Hồ Chí Minh",54.0,3.7,2.5,Tây,Tây,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,5.6,Hồ Chí Minh,False,104.6,3
"Đường Thế Lữ, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",94.6,4.3,5.5,Đông - Nam,Đông - Bắc,3,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Đà Nẵng,False,61.3,3
"Đường Số 1, Phường An Lạc, Bình Tân, Hồ Chí Minh",89.6,5.6,10.0,Nam,Đông - Nam,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hồ Chí Minh,False,83.7,4
"Dự án Phú Mỹ Hưng, Đường Nguyễn Lương Bằng, Phường Tân Phong, Quận 7, Hồ Chí Minh",80.0,4.9,6.8,Tây - Bắc,Tây,3,4,4,Hợp đồng mua bán,Đầy đủ nội thất,7.5,Hồ Chí Minh,True,93.8,3
"Phố Khâm Thiên, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",20.0,8.4,3.9,Nam,Đông - Nam,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.8,Hà Nội,False,187.5,3
"Đường Tô Hiến Thành, Phường 3, Đà Lạt, Lâm Đồng",79.0,4.5,8.0,Đông - Nam,Đông - Nam,4,5,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.9,Lâm Đồng,False,125.3,4
"Số 33/8, Phố Phùng Chí Kiên, Phường Tân Quý, Tân Phú, Hồ Chí Minh",24.6,3.5,2.0,Đông - Bắc,Đông - Bắc,3,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.8,Hồ Chí Minh,False,113.8,3
"Đường ĐT 835B, Xã Phước Lý, Cần Giuộc, Long An",90.0,5.0,6.0,Nam,Đông - Nam,3,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,1.5,Long An,False,16.6,3
"Đường 2/9, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",49.3,3.1,33.0,Tây - Nam,Đông - Bắc,3,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,4.2,Đà Nẵng,False,86.2,5
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",36.0,6.2,3.5,Tây - Nam,Đông - Nam,6,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.0,Hà Nội,False,165.3,3
"Dự án Sapphire Gem Hải Phòng, Xã  Thủy Đường, Thủy Nguyên, Hải Phòng",110.0,5.0,15.0,Bắc,Bắc,3,4,4,Hợp đồng mua bán,Cơ bản nội thất,5.6,Hải Phòng,True,50.5,4
"Tổ 2, Đường 5, Phường Hùng Vương, Hồng Bàng, Hải Phòng",303.0,11.4,4.0,Đông - Bắc,Đông - Bắc,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hải Phòng,False,24.8,3
"Đường Phạm Ngũ Lão, Xã Cư Ebur, Buôn Ma Thuột, Đắk Lắk",210.0,7.0,12.0,Đông - Nam,Đông - Nam,1,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Đắk Lắk,False,32.4,4
"Đường Bình Chuẩn 34, Phường Bình Chuẩn, Thuận An, Bình Dương",65.0,4.0,5.0,Bắc,Đông - Bắc,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,1.3,Bình Dương,False,20.3,3
"Hẻm 108, Đường Xuân Lạc, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",392.0,5.0,3.0,Đông - Nam,Đông - Nam,2,6,4,Đã có giấy chứng nhận,Cơ bản nội thất,4.3,Khánh Hòa,False,11.0,3
"Đường Nguyễn Bỉnh Khiêm, Phường 1, Gò Vấp, Hồ Chí Minh",54.0,4.1,4.2,Tây - Nam,Đông,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,4.9,Hồ Chí Minh,False,90.7,3
"Xã La Phù, Hoài Đức, Hà Nội",35.0,3.6,3.5,Đông - Nam,Tây,4,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,4.0,Hà Nội,False,115.7,3
"Phường Phước Long B, Quận 9, Hồ Chí Minh",56.0,4.3,8.0,Đông - Nam,Đông,3,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,5.9,Hồ Chí Minh,False,105.4,4
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",93.7,4.0,6.0,Tây - Nam,Tây - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.7,Hồ Chí Minh,False,82.2,3
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",35.0,3.5,2.9,Tây,Đông - Nam,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.0,Hà Nội,False,171.4,3
"Phường Phước Long B, Quận 9, Hồ Chí Minh",68.0,4.0,3.0,Đông - Bắc,Đông - Bắc,1,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,4.3,Hồ Chí Minh,False,63.2,3
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",51.0,4.4,8.7,Tây,Đông - Bắc,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.7,Hà Nội,False,111.8,4
"Đường Trưng Nữ Vương, Phường Bình Thuận, Hải Châu, Đà Nẵng",44.0,4.5,10.0,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Đà Nẵng,False,193.2,4
"Đường Nguyễn Cửu Phú, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",50.0,4.1,5.5,Tây,Tây,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,1.4,Hồ Chí Minh,False,27.4,3
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",58.0,4.0,4.0,Đông - Nam,Đông - Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.4,Hồ Chí Minh,False,93.1,3
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",60.0,5.0,3.8,Tây - Nam,Tây,1,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,1.2,Hà Nội,False,20.0,3
"Đường Đa Tốn, Xã Đa Tốn, Gia Lâm, Hà Nội",41.0,4.6,6.1,Đông - Nam,Đông,1,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,2.9,Hà Nội,False,70.2,3
"Ngõ 634, Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",50.0,3.2,4.6,Đông - Nam,Đông - Nam,6,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.5,Hà Nội,False,130.2,3
"Phường Uyên Hưng, Tân Uyên, Bình Dương",60.0,6.0,9.0,Đông,Nam,3,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,1.6,Bình Dương,False,25.8,4
"Phường Phước Long B, Quận 9, Hồ Chí Minh",62.0,4.5,6.0,Đông,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,6.0,Hồ Chí Minh,False,96.0,3
"Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",31.0,5.0,5.0,Tây - Nam,Tây - Nam,5,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,161.3,3
"Số 81 ngõ 101, Đường Đất Đỏ, Phường Đồng Hòa, Kiến An, Hải Phòng",48.0,4.6,6.0,Nam,Đông,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,2.3,Hải Phòng,False,47.9,3
"Xã Đông La, Hoài Đức, Hà Nội",35.0,4.0,9.0,Đông - Nam,Đông - Nam,6,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,4.9,Hà Nội,False,140.0,4
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",45.0,4.2,4.0,Tây - Bắc,Tây - Bắc,6,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.8,Hà Nội,False,195.6,3
"Đường Miếu Đầm, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",34.0,4.0,3.0,Nam,Tây,5,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hà Nội,False,164.7,3
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",40.0,3.6,15.0,Tây - Nam,Tây - Nam,2,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,3.3,Hồ Chí Minh,False,82.5,4
"Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",48.0,7.0,3.9,Nam,Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.4,Hồ Chí Minh,False,69.8,3
"Hẻm 128, Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",42.0,3.9,6.0,Tây,Tây,4,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,6.8,Hồ Chí Minh,False,161.9,3
"Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",34.0,4.0,5.0,Tây - Bắc,Tây - Bắc,6,5,6,Đã có giấy chứng nhận,Đầy đủ nội thất,7.6,Hà Nội,False,222.1,3
"Hẻm 173, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",133.5,10.0,14.0,Nam,Nam,1,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,7.8,Hồ Chí Minh,False,58.4,4
"Đường Hoàng Diệu, Phường  Hải Châu I, Hải Châu, Đà Nẵng",78.0,7.5,8.8,Tây,Đông,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.3,Đà Nẵng,False,55.1,4
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",44.0,4.0,3.0,Nam,Nam,5,9,9,Đã có giấy chứng nhận,Đầy đủ nội thất,7.8,Hà Nội,False,177.3,3
"Đường Thống Nhất, Phường 15, Gò Vấp, Hồ Chí Minh",47.0,4.1,3.0,Tây - Nam,Đông - Bắc,2,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,3.2,Hồ Chí Minh,False,67.7,3
"Đường Ba Vân, Phường 14, Tân Bình, Hồ Chí Minh",80.0,4.0,6.0,Đông - Bắc,Tây - Nam,2,4,2,Đã có giấy chứng nhận,Cơ bản nội thất,10.0,Hồ Chí Minh,False,125.0,3
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",58.0,4.0,4.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.2,Hồ Chí Minh,False,88.8,3
"Phường Phúc La, Hà Đông, Hà Nội",50.0,4.0,4.5,Bắc,Tây - Nam,3,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,100.0,3
"Đường Lê Văn Thọ, Phường 9, Gò Vấp, Hồ Chí Minh",50.0,4.5,4.0,Đông,Tây - Bắc,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,4.0,Hồ Chí Minh,False,80.0,3
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",30.0,4.0,7.0,Đông - Bắc,Nam,2,1,1,Đã có giấy chứng nhận,Đầy đủ nội thất,5.4,Hà Nội,False,180.0,4
"Đường Trần Hưng Đạo, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",81.0,5.5,5.5,Đông - Nam,Tây - Nam,2,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,3.6,Đà Nẵng,False,44.4,3
"Đường Hiệp Thành 26, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",35.0,3.5,4.0,Tây - Nam,Tây - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.5,Hồ Chí Minh,False,70.9,3
"Đường Y Wang, Phường Ea Tam, Buôn Ma Thuột, Đắk Lắk",120.0,10.0,8.0,Đông - Nam,Tây,2,4,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.8,Đắk Lắk,False,22.9,4
"Dự án River Park, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh",75.0,4.8,13.4,Đông - Nam,Tây,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,9.8,Hồ Chí Minh,True,130.7,4
"Đường Số 4 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",41.0,3.7,4.0,Đông - Bắc,Nam,2,1,2,Đã có giấy chứng nhận,Đầy đủ nội thất,5.2,Hồ Chí Minh,False,126.8,3
"Dự án Eco Central Park Vinh, Đường Nguyễn Sỹ Sách, Xã Hưng Hòa, Vinh, Nghệ An",99.0,5.5,70.0,Đông - Nam,Đông - Nam,4,5,6,Hợp đồng mua bán,Đầy đủ nội thất,7.6,Nghệ An,True,76.4,5
"Đường Lương Ngọc Quyến, Phường 5, Gò Vấp, Hồ Chí Minh",77.0,4.5,6.6,Tây - Nam,Tây - Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,6.5,Hồ Chí Minh,False,84.4,3
"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",25.8,3.5,6.5,Đông - Nam,Nam,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.6,Hồ Chí Minh,False,102.7,3
"Đường Trần Bá Giao, Phường 5, Gò Vấp, Hồ Chí Minh",94.0,5.5,5.0,Đông - Nam,Đông - Nam,3,6,6,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hồ Chí Minh,False,95.7,3
"Hẻm 226, Đường Nguyễn Văn Lượng, Phường 17, Gò Vấp, Hồ Chí Minh",80.0,6.0,6.0,Đông - Bắc,Tây - Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,7.0,Hồ Chí Minh,False,87.5,3
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",100.0,5.4,8.0,Tây - Nam,Đông - Nam,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,8.5,Hồ Chí Minh,False,85.0,4
"Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",44.0,5.6,7.8,Đông - Nam,Tây,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,6.9,Hồ Chí Minh,False,156.8,4
"Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",80.0,4.6,8.0,Tây - Bắc,Đông - Nam,4,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.7,Hồ Chí Minh,False,108.8,4
"Đường Cách Mạng Tháng Tám, Phường 13, Tân Bình, Hồ Chí Minh",50.0,4.4,6.4,Đông - Bắc,Đông - Nam,3,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,9.9,Hồ Chí Minh,False,198.0,3
"Đường Tân Phước Khánh 7, Phường Tân Phước Khánh, Tân Uyên, Bình Dương",60.0,11.9,9.0,Đông - Nam,Nam,1,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.9,Bình Dương,False,48.3,4
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",68.0,7.8,8.0,Tây - Bắc,Đông - Nam,4,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hồ Chí Minh,False,147.1,4
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",74.0,4.5,6.0,Tây - Bắc,Tây - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,6.9,Hồ Chí Minh,False,93.2,3
"Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",55.0,4.7,9.8,Nam,Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hồ Chí Minh,False,123.6,4
"854/, Đường Thống Nhất, Phường 15, Gò Vấp, Hồ Chí Minh",64.3,4.3,5.7,Đông - Nam,Tây,2,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hồ Chí Minh,False,77.8,3
"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",51.6,7.3,13.0,Đông - Nam,Nam,2,3,1,Đã có giấy chứng nhận,Đầy đủ nội thất,5.7,Hồ Chí Minh,False,110.5,4
"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",35.0,6.0,5.0,Tây - Nam,Đông,5,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,4.9,Hà Nội,False,140.0,3
"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",51.0,4.1,3.0,Đông - Nam,Đông - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.4,Hà Nội,False,164.7,3
"Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",51.0,4.1,5.4,Đông,Đông,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,7.3,Hồ Chí Minh,False,143.1,3
"496/32/, Đường Dương Quảng Hàm, Phường 6, Gò Vấp, Hồ Chí Minh",65.0,6.1,6.0,Tây - Bắc,Tây - Bắc,4,8,8,Đã có giấy chứng nhận,Đầy đủ nội thất,8.3,Hồ Chí Minh,False,127.7,3
"Hẻm 29, Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",75.0,5.6,6.0,Đông - Nam,Đông - Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,8.8,Hồ Chí Minh,False,117.3,3
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",56.0,6.0,7.0,Tây,Bắc,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hồ Chí Minh,False,159.8,4
"Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",53.8,4.2,5.3,Đông - Nam,Tây - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hồ Chí Minh,False,126.4,3
"Đường Số 27, Phường 6, Gò Vấp, Hồ Chí Minh",52.0,5.4,6.2,Tây,Đông - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,7.4,Hồ Chí Minh,False,141.3,3
"Đường Đỗ Xuân Hợp, Phường Phước Long A, Thủ Đức, Hồ Chí Minh",95.0,5.5,5.0,Đông - Nam,Bắc,1,4,2,Đã có giấy chứng nhận,Đầy đủ nội thất,5.4,Hồ Chí Minh,False,56.8,3
"Đường Nguyễn Đạo An, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",45.0,4.0,6.0,Đông - Nam,Đông - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hà Nội,False,200.0,3
"Đường Số 8, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",90.0,5.0,21.2,Đông - Nam,Tây - Bắc,2,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.7,Hồ Chí Minh,False,63.1,5
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",30.0,3.6,2.5,Nam,Nam,5,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,3.9,Hà Nội,False,130.0,3
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",64.0,3.9,7.9,Đông - Bắc,Đông - Bắc,4,7,7,Đã có giấy chứng nhận,Đầy đủ nội thất,8.7,Hồ Chí Minh,False,135.9,4
"Đường Tiểu La, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",85.0,4.0,10.0,Tây - Nam,Tây - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.9,Đà Nẵng,False,92.9,4
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",72.2,6.0,6.0,Nam,Tây - Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,6.9,Hồ Chí Minh,False,95.6,3
"Đường Nguyễn Đạo An, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",31.0,4.0,4.5,Nam,Nam,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.2,Hà Nội,False,167.7,3
"Đường Võ Nguyên Giáp, thôn Phương Trạch, Xã Vĩnh Ngọc, Đông Anh, Hà Nội",50.0,5.0,7.0,Đông - Bắc,Đông - Bắc,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hà Nội,False,180.0,4
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",40.0,6.6,3.5,Đông - Bắc,Tây,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hà Nội,False,187.0,3
"Nguyễn Ảnh Thủ, Hiệp Thành, Quận 12, Hồ Chí Minh",107.5,4.3,9.1,Đông - Nam,Tây - Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hồ Chí Minh,False,79.1,4
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",94.0,5.0,4.0,Đông - Nam,Đông - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hà Nội,False,95.7,3
"Đường Hoàng Đạo Thành, Phường Khương Đình, Thanh Xuân, Hà Nội",41.0,4.0,5.5,Tây - Bắc,Đông - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hà Nội,False,243.9,3
"Đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",34.0,4.1,3.0,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.8,Hà Nội,False,111.8,3
"96, Đường Đào Tông Nguyên, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",44.2,4.0,4.1,Đông - Nam,Đông - Nam,2,2,3,Đã có giấy chứng nhận,Đầy đủ nội thất,2.9,Hồ Chí Minh,False,65.4,3
"Xã Hòa Châu, Hòa Vang, Đà Nẵng",105.0,5.0,4.0,Đông - Bắc,Đông - Bắc,2,3,1,Đã có giấy chứng nhận,Đầy đủ nội thất,2.0,Đà Nẵng,False,18.6,3
"Dự án Mega Ruby, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,4.9,10.7,Tây - Nam,Tây - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.2,Hồ Chí Minh,True,109.3,4
"Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh",55.0,4.0,7.0,Bắc,Đông,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.2,Hồ Chí Minh,False,112.7,4
"Dự án Uni-town, Đường An Dương Vương, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",95.0,5.2,7.0,Tây - Bắc,Đông - Bắc,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.4,Bình Dương,True,56.7,3
"Đường Tây Tựu, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",63.0,5.0,3.0,Đông - Bắc,Tây - Nam,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hà Nội,False,88.9,3
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",53.0,4.7,14.9,Tây - Nam,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.4,Hà Nội,False,119.8,4
"Đường Bưng Ông Thoàn, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",95.0,5.0,6.0,Tây - Nam,Đông - Bắc,2,4,2,Đã có giấy chứng nhận,Cơ bản nội thất,5.6,Hồ Chí Minh,False,58.9,3
"Đường Hoàng Hoa Thám, Phường Cống Vị, Ba Đình, Hà Nội",40.0,6.0,5.1,Nam,Nam,4,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hà Nội,False,212.5,3
"Đường Nguyễn Bình, Phường Phú Lợi, Thủ Dầu Một, Bình Dương",86.3,5.2,4.9,Tây - Bắc,Đông - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.6,Bình Dương,False,41.7,3
"Đường Hoàng Liên, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",42.0,6.0,3.0,Tây - Nam,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Hà Nội,False,131.0,3
"Đường Nguyễn Khuyến, Phường Trảng Dài, Biên Hòa, Đồng Nai",115.0,5.0,6.0,Tây,Tây,2,4,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.9,Đồng Nai,False,25.2,3
"Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",60.0,4.4,6.4,Tây - Bắc,Đông,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,6.2,Hồ Chí Minh,False,103.3,3
"Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",40.0,5.3,2.9,Tây - Bắc,Đông,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.3,Hồ Chí Minh,False,232.5,3
"Dự án Sông Hồng Diamond City, Đường 379, Xã Yên Phú, Yên Mỹ, Hưng Yên",88.0,5.5,21.5,Đông - Nam,Tây - Bắc,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.6,Hưng Yên,True,75.0,5
"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",84.0,4.0,6.0,Nam,Nam,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.2,Hồ Chí Minh,False,109.5,3
